timestamp,open_BTCUSDT,high_BTCUSDT,low_BTCUSDT,close_BTCUSDT,volume_BTCUSDT,close_time_BTCUSDT,quote_av_BTCUSDT,trades_BTCUSDT,tb_base_av_BTCUSDT,tb_quote_av_BTCUSDT,ignore_BTCUSDT
2020-01-08 02:00:00,8370.93000000,8422.00000000,8256.74000000,8278.59000000,4558.24627600,1578452399999,38042025.79269445,35400,2210.41276600,18454140.09915400,0
2020-01-08 03:00:00,8278.07000000,8344.00000000,8244.93000000,8300.34000000,4359.94768700,1578455999999,36152593.44066096,36939,2055.47772700,17048325.22025449,0
2020-01-08 04:00:00,8300.34000000,8355.87000000,8288.00000000,8344.63000000,2575.22239600,1578459599999,21432265.58001239,23179,1234.43221800,10272038.66310392,0
2020-01-08 05:00:00,8343.92000000,8377.00000000,8307.85000000,8334.77000000,2664.27786900,1578463199999,22238879.91047780,23020,1332.74476000,11128950.93755594,0
2020-01-08 06:00:00,8334.76000000,8367.61000000,8319.00000000,8339.13000000,1731.94345400,1578466799999,14440003.98839634,18579,887.97111400,7404179.75512451,0
2020-01-08 07:00:00,8339.14000000,8347.99000000,8277.21000000,8297.26000000,2788.14280100,1578470399999,23173043.03387968,22508,1476.36793900,12267485.07653089,0
2020-01-08 08:00:00,8297.27000000,8329.09000000,8264.86000000,8312.04000000,2508.72705100,1578473999999,20816132.23089639,19147,1086.81675300,9017275.59081585,0
2020-01-08 09:00:00,8312.05000000,8321.83000000,8276.00000000,8297.21000000,2091.83439100,1578477599999,17358734.18112929,18451,951.15264100,7894326.20300576,0
2020-01-08 10:00:00,8296.98000000,8359.00000000,8284.19000000,8326.98000000,2380.67478500,1578481199999,19840585.17763620,21206,1196.77988700,9974423.98479169,0
2020-01-08 11:00:00,8327.06000000,8370.00000000,8325.03000000,8332.47000000,2034.52979700,1578484799999,16984106.11942789,17716,877.14251900,7321689.17031959,0
2020-01-08 12:00:00,8332.20000000,8347.33000000,8276.00000000,8286.16000000,2426.85415400,1578488399999,20173222.92609616,23169,1074.13418200,8932312.05536876,0
2020-01-08 13:00:00,8285.92000000,8418.61000000,8215.20000000,8384.99000000,7456.82961000,1578491999999,62127675.08692924,52403,3673.40457300,30621496.58241716,0
2020-01-08 14:00:00,8384.99000000,8385.00000000,8184.00000000,8310.98000000,6554.98078000,1578495599999,54359887.65474665,44270,3109.17458700,25791118.73389920,0
2020-01-08 15:00:00,8310.98000000,8359.00000000,8237.36000000,8305.97000000,3993.00866900,1578499199999,33129539.68541083,31375,2144.23259800,17792948.66303479,0
2020-01-08 16:00:00,8306.09000000,8335.79000000,8050.00000000,8115.00000000,12758.45028100,1578502799999,104258067.80027658,75175,6018.51536300,49162576.84771861,0
2020-01-08 17:00:00,8115.00000000,8123.98000000,8010.00000000,8077.68000000,7266.04722900,1578506399999,58605948.40172699,46466,3250.13953500,26222554.54802363,0
2020-01-08 18:00:00,8077.68000000,8094.93000000,8035.01000000,8053.70000000,2950.76277400,1578509999999,23798868.85141497,22374,1202.48960200,9698698.48899156,0
2020-01-08 19:00:00,8053.70000000,8069.73000000,7963.05000000,7963.35000000,3758.46188900,1578513599999,30120249.07322170,28964,1730.87213500,13874205.47529815,0
2020-01-08 20:00:00,7963.56000000,8060.86000000,7870.00000000,8046.03000000,8887.84281700,1578517199999,70696910.51590683,55696,4052.82843700,32250602.49069985,0
2020-01-08 21:00:00,8046.42000000,8048.66000000,7957.55000000,8016.06000000,3140.07305500,1578520799999,25146586.93492485,23686,1602.89507700,12836455.46806932,0
2020-01-08 22:00:00,8017.36000000,8080.00000000,7988.58000000,8076.13000000,2119.90201700,1578524399999,17019145.63694156,22255,1184.59644800,9514221.88762060,0
2020-01-08 23:00:00,8076.13000000,8125.57000000,8023.55000000,8055.98000000,2651.30924300,1578527999999,21411395.13875570,26297,1504.88887800,12153553.81776019,0
2020-01-09 00:00:00,8054.72000000,8055.96000000,7928.00000000,7956.55000000,3517.43095000,1578531599999,28040174.76703617,28439,1762.54010300,14052427.52823360,0
2020-01-09 00:00:00,8054.72000000,8055.96000000,7928.00000000,7956.55000000,3517.43095000,1578531599999,28040174.76703617,28439,1762.54010300,14052427.52823360,0
2020-01-09 01:00:00,7956.88000000,8037.37000000,7950.00000000,8004.80000000,2413.12347300,1578535199999,19295740.87340880,17516,1001.11212100,8002352.18607740,0
2020-01-09 02:00:00,8004.05000000,8026.01000000,7980.00000000,7982.75000000,1579.53746400,1578538799999,12636728.75585336,12199,742.41173500,5940176.54632277,0
2020-01-09 03:00:00,7983.09000000,7993.46000000,7935.56000000,7954.72000000,2480.16847200,1578542399999,19754601.95233362,20950,1263.51463700,10065292.30308296,0
2020-01-09 04:00:00,7954.96000000,7978.31000000,7928.00000000,7966.85000000,2053.92838600,1578545999999,16338938.47515367,15335,1218.83227000,9695016.96533591,0
2020-01-09 05:00:00,7966.75000000,7966.75000000,7925.68000000,7941.83000000,1404.27000100,1578549599999,11158331.80560622,12641,759.81798700,6037249.72645342,0
2020-01-09 06:00:00,7941.99000000,7951.68000000,7896.00000000,7908.48000000,2068.18413000,1578553199999,16383239.27271428,17323,1002.85698400,7944148.40195995,0
2020-01-09 07:00:00,7908.71000000,7976.67000000,7903.40000000,7949.84000000,2449.53832800,1578556799999,19465721.08232687,19005,1054.25622800,8374054.73283581,0
2020-01-09 08:00:00,7949.57000000,7955.83000000,7909.30000000,7933.10000000,1641.49438700,1578560399999,13019506.94259843,13141,997.12870600,7907321.79857935,0
2020-01-09 09:00:00,7932.51000000,7932.94000000,7864.24000000,7872.35000000,3408.74135600,1578563999999,26896186.12669611,24194,1506.27122000,11886509.68153864,0
2020-01-09 10:00:00,7872.36000000,7934.78000000,7852.01000000,7896.38000000,2923.99813200,1578567599999,23096179.41229155,21531,1460.77666100,11543184.67106805,0
2020-01-09 11:00:00,7895.56000000,7901.99000000,7855.00000000,7878.56000000,1911.85785600,1578571199999,15052048.69785444,15359,1013.99555700,7983361.72685188,0
2020-01-09 12:00:00,7878.02000000,7917.68000000,7871.00000000,7900.91000000,2162.94137200,1578574799999,17073381.59875994,16473,1201.91868700,9488249.98216650,0
2020-01-09 13:00:00,7901.49000000,7945.00000000,7891.43000000,7897.52000000,2859.44236600,1578578399999,22648058.48270733,20196,1437.21820400,11382582.84341893,0
2020-01-09 14:00:00,7897.54000000,7919.59000000,7875.55000000,7885.50000000,1887.75946300,1578581999999,14903473.76210636,14910,850.21640500,6712669.63627720,0
2020-01-09 15:00:00,7885.50000000,7930.00000000,7882.75000000,7907.05000000,1555.44251900,1578585599999,12298337.58017875,12905,824.98773000,6523595.80965738,0
2020-01-09 16:00:00,7907.05000000,7920.01000000,7805.01000000,7818.15000000,4386.28663100,1578589199999,34399296.19118589,28198,2080.80292600,16317501.20305839,0
2020-01-09 17:00:00,7818.15000000,7846.00000000,7778.00000000,7798.60000000,3990.17512900,1578592799999,31143685.35231828,25788,1887.89066700,14740979.46389855,0
2020-01-09 18:00:00,7798.23000000,7832.13000000,7788.68000000,7810.64000000,1529.03045300,1578596399999,11941507.62864460,13082,770.58055700,6018485.50285342,0
2020-01-09 19:00:00,7810.68000000,7957.48000000,7810.30000000,7917.54000000,3465.43865700,1578599999999,27340710.47870556,25694,1820.22222900,14358697.84473950,0
2020-01-09 20:00:00,7917.55000000,8000.00000000,7805.00000000,7818.30000000,6732.41278900,1578603599999,53314922.06630180,41315,3168.57823800,25084199.97771430,0
2020-01-09 21:00:00,7819.97000000,7854.14000000,7750.00000000,7789.96000000,4555.02448100,1578607199999,35530139.72352359,31453,2121.25722600,16553857.35675176,0
2020-01-09 22:00:00,7789.99000000,7873.12000000,7788.78000000,7811.31000000,1877.38028600,1578610799999,14691653.12504575,16234,1051.73364600,8230374.47067901,0
2020-01-09 23:00:00,7811.31000000,7835.00000000,7790.01000000,7817.76000000,1385.91274900,1578614399999,10835686.32152827,14919,646.83849700,5057388.97484635,0
2020-01-10 00:00:00,7817.74000000,7854.06000000,7811.05000000,7820.01000000,1276.75579300,1578617999999,10004257.24851510,14262,618.12277300,4843265.03318532,0
2020-01-10 00:00:00,7817.74000000,7854.06000000,7811.05000000,7820.01000000,1276.75579300,1578617999999,10004257.24851510,14262,618.12277300,4843265.03318532,0
2020-01-10 01:00:00,7820.25000000,7841.57000000,7786.12000000,7804.99000000,1249.56964900,1578621599999,9758355.74694123,11823,579.48346300,4526098.07276363,0
2020-01-10 02:00:00,7804.99000000,7825.00000000,7793.34000000,7803.68000000,1004.33453100,1578625199999,7845866.46230879,10452,526.04378100,4109029.94682217,0
2020-01-10 03:00:00,7803.68000000,7825.00000000,7770.00000000,7818.02000000,1415.75278400,1578628799999,11044376.38939648,13028,639.44719400,4989849.07920507,0
2020-01-10 04:00:00,7818.06000000,7819.84000000,7768.40000000,7795.30000000,1669.78936000,1578632399999,13008543.72523812,12935,817.31611000,6367233.45097185,0
2020-01-10 05:00:00,7795.33000000,7797.95000000,7735.00000000,7748.86000000,2146.93334400,1578635999999,16671260.51489778,15226,894.78448800,6951311.68740172,0
2020-01-10 06:00:00,7748.00000000,7786.13000000,7711.76000000,7748.64000000,2963.81197300,1578639599999,22962439.93907602,20362,1403.54048400,10876624.12903399,0
2020-01-10 07:00:00,7747.25000000,7757.38000000,7725.77000000,7752.98000000,1815.16534500,1578643199999,14053483.97835757,13220,920.04964200,7123785.82262823,0
2020-01-10 08:00:00,7753.05000000,7754.36000000,7680.00000000,7706.53000000,4208.96725600,1578646799999,32453494.85330053,25463,2061.81113400,15898009.25390445,0
2020-01-10 09:00:00,7706.52000000,7750.00000000,7691.91000000,7716.47000000,2842.86873500,1578650399999,21961748.88069774,18207,1449.96002600,11197872.80772688,0
2020-01-10 10:00:00,7716.02000000,7788.00000000,7672.00000000,7771.87000000,3772.53930400,1578653999999,29208815.89662025,26602,2004.11747700,15520647.96947081,0
2020-01-10 11:00:00,7772.12000000,7854.44000000,7766.93000000,7841.69000000,5366.33555700,1578657599999,41944090.18358327,35058,2519.72369000,19697352.68817207,0
2020-01-10 12:00:00,7841.03000000,7899.98000000,7811.00000000,7893.98000000,4174.80608000,1578661199999,32807919.75311052,28549,1866.32359800,14669023.97139127,0
2020-01-10 13:00:00,7893.98000000,7944.00000000,7862.31000000,7870.40000000,4142.50589600,1578664799999,32760165.31300553,27960,2218.66441300,17547001.78516940,0
2020-01-10 14:00:00,7870.70000000,7982.85000000,7850.01000000,7978.65000000,4262.68788900,1578668399999,33809667.78975793,31306,2378.43486500,18861051.11171784,0
2020-01-10 15:00:00,7978.65000000,8086.85000000,7945.44000000,8066.60000000,7367.25067200,1578671999999,59184961.14478590,46907,4121.88690600,33109486.86212728,0
2020-01-10 16:00:00,8067.50000000,8140.11000000,7928.94000000,7952.65000000,8107.57867300,1578675599999,65110539.89591970,50606,4203.33213700,33770969.74441753,0
2020-01-10 17:00:00,7952.23000000,7979.00000000,7909.98000000,7966.30000000,3426.04367300,1578679199999,27197198.08922641,26170,1665.50351800,13219786.77364305,0
2020-01-10 18:00:00,7966.30000000,8113.53000000,7966.30000000,8022.16000000,6172.79101300,1578682799999,49707933.38960366,48172,3445.78394100,27746247.72559034,0
2020-01-10 19:00:00,8022.15000000,8122.00000000,7964.01000000,8059.49000000,5212.52436600,1578686399999,41978977.18937979,38219,2745.99340500,22101868.56400091,0
2020-01-10 20:00:00,8058.05000000,8100.00000000,8039.27000000,8073.16000000,2511.93553100,1578689999999,20285586.64858687,20850,1343.03656400,10846802.97984442,0
2020-01-10 21:00:00,8074.00000000,8135.21000000,8006.65000000,8049.99000000,2919.79654000,1578693599999,23593461.94742277,25181,1453.12334300,11743808.49985244,0
2020-01-10 22:00:00,8048.24000000,8101.86000000,7981.59000000,8090.13000000,1946.83288700,1578697199999,15664895.71948528,21548,1057.09548100,8509156.54734661,0
2020-01-10 23:00:00,8090.13000000,8199.00000000,8064.64000000,8197.02000000,2429.20059700,1578700799999,19756179.68921979,23995,1428.17687400,11619101.16844575,0
2020-01-11 00:00:00,8198.86000000,8200.00000000,8119.75000000,8168.92000000,2971.52216800,1578704399999,24261681.75049459,20783,1608.00115000,13129584.39553729,0
2020-01-11 00:00:00,8198.86000000,8200.00000000,8119.75000000,8168.92000000,2971.52216800,1578704399999,24261681.75049459,20783,1608.00115000,13129584.39553729,0
2020-01-11 01:00:00,8168.39000000,8253.26000000,8165.16000000,8204.86000000,3211.74319400,1578707999999,26387684.55428375,24250,1668.07448500,13706576.97411635,0
2020-01-11 02:00:00,8204.84000000,8217.41000000,8155.02000000,8206.19000000,2134.58006800,1578711599999,17476053.49653904,18627,1164.75397100,9535761.14767765,0
2020-01-11 03:00:00,8206.00000000,8207.81000000,8125.09000000,8158.49000000,1711.75896700,1578715199999,13974578.64624367,14912,701.89925300,5729580.70475427,0
2020-01-11 04:00:00,8158.83000000,8179.94000000,8101.00000000,8117.82000000,1445.95788300,1578718799999,11758196.44610515,14955,757.87223100,6162257.31080941,0
2020-01-11 05:00:00,8118.40000000,8118.40000000,8044.65000000,8083.41000000,2285.70584600,1578722399999,18452400.61091596,20481,1078.06483000,8700465.09407113,0
2020-01-11 06:00:00,8083.41000000,8128.98000000,8055.71000000,8124.99000000,1745.20741800,1578725999999,14131468.60210454,15588,774.39564300,6270060.50016621,0
2020-01-11 07:00:00,8124.99000000,8150.00000000,8061.71000000,8074.18000000,1976.07050700,1578729599999,16008170.66298897,16702,1204.82378100,9758141.05121167,0
2020-01-11 08:00:00,8074.17000000,8096.87000000,8037.00000000,8052.96000000,2479.71221300,1578733199999,20007311.74694179,19458,1233.56710600,9952343.49170132,0
2020-01-11 09:00:00,8052.96000000,8129.97000000,8050.83000000,8114.22000000,1672.79778700,1578736799999,13547149.28971068,16999,952.05025800,7707641.68684411,0
2020-01-11 10:00:00,8114.20000000,8117.03000000,8042.89000000,8054.03000000,1477.91350900,1578740399999,11936019.81183495,15550,731.04871200,5904255.99584663,0
2020-01-11 11:00:00,8054.03000000,8074.26000000,8010.00000000,8045.95000000,2106.39441600,1578743999999,16941425.44244289,19374,961.18227600,7731424.39636662,0
2020-01-11 12:00:00,8045.89000000,8068.00000000,8018.41000000,8061.95000000,1788.46524000,1578747599999,14387716.05225715,14510,902.19794400,7259120.67674772,0
2020-01-11 13:00:00,8061.93000000,8102.56000000,8045.01000000,8090.02000000,1952.32684700,1578751199999,15768025.25428950,17947,1063.73985600,8592638.99904528,0
2020-01-11 14:00:00,8090.73000000,8135.00000000,8050.00000000,8053.75000000,2019.03456200,1578754799999,16327969.80421416,17204,1052.90376700,8516660.60347792,0
2020-01-11 15:00:00,8054.00000000,8106.65000000,8053.08000000,8099.73000000,1461.32232600,1578758399999,11809497.62681682,15194,792.66912400,6406079.94003074,0
2020-01-11 16:00:00,8099.16000000,8180.70000000,8070.00000000,8169.46000000,3939.30881300,1578761999999,32051187.31427939,29181,2195.74844400,17862577.48551421,0
2020-01-11 17:00:00,8168.35000000,8221.55000000,8150.00000000,8160.56000000,3232.76688900,1578765599999,26450644.30168270,25665,1687.88016400,13812665.68885899,0
2020-01-11 18:00:00,8160.00000000,8189.00000000,8136.68000000,8169.14000000,1586.21934800,1578769199999,12942449.44636250,16490,768.10738400,6266590.44735958,0
2020-01-11 19:00:00,8169.64000000,8179.96000000,8137.27000000,8151.78000000,1306.42989800,1578772799999,10654050.19688534,14213,557.54912500,4546949.86156329,0
2020-01-11 20:00:00,8151.77000000,8189.49000000,8140.98000000,8161.81000000,1152.14337100,1578776399999,9406132.91034605,14232,591.05708700,4825571.87573736,0
2020-01-11 21:00:00,8161.81000000,8286.34000000,8060.25000000,8105.00000000,4403.09960600,1578779999999,35994867.20687427,37067,2399.87311400,19639341.39439974,0
2020-01-11 22:00:00,8106.12000000,8139.69000000,8030.00000000,8082.57000000,3727.44184800,1578783599999,30075812.70132571,29149,1373.07654900,11082055.27324424,0
2020-01-11 23:00:00,8082.58000000,8082.58000000,8003.16000000,8020.01000000,3022.10994300,1578787199999,24283855.68876247,20600,1695.58872000,13617656.44780434,0
2020-01-12 00:00:00,8020.01000000,8080.00000000,7960.00000000,8060.89000000,4003.35025500,1578790799999,32067771.53805869,26542,2080.75039100,16668515.81698063,0
2020-01-12 00:00:00,8020.01000000,8080.00000000,7960.00000000,8060.89000000,4003.35025500,1578790799999,32067771.53805869,26542,2080.75039100,16668515.81698063,0
2020-01-12 01:00:00,8060.24000000,8089.97000000,8036.13000000,8065.53000000,1073.77961100,1578794399999,8659722.48815849,11355,561.82471400,4531030.11183819,0
2020-01-12 02:00:00,8065.63000000,8108.00000000,8052.88000000,8095.00000000,1248.58706200,1578797999999,10091540.01417288,13000,723.92539300,5852316.22808482,0
2020-01-12 03:00:00,8095.00000000,8110.92000000,8065.62000000,8091.33000000,963.63756900,1578801599999,7793830.62202494,11411,550.04792000,4449450.31793744,0
2020-01-12 04:00:00,8090.70000000,8105.00000000,8071.20000000,8073.79000000,711.21174900,1578805199999,5752239.40863900,9680,393.00225300,3178629.05590594,0
2020-01-12 05:00:00,8073.03000000,8110.92000000,8070.98000000,8106.05000000,997.12726300,1578808799999,8070105.31316602,9827,422.85425200,3422515.31692906,0
2020-01-12 06:00:00,8105.96000000,8153.84000000,8080.01000000,8083.84000000,2509.94739100,1578812399999,20388875.47245141,20752,1476.07959000,11989684.45648667,0
2020-01-12 07:00:00,8083.43000000,8110.00000000,8080.45000000,8097.51000000,867.09506800,1578815999999,7019742.45943105,10579,457.95422300,3707405.33127724,0
2020-01-12 08:00:00,8097.51000000,8144.72000000,8080.01000000,8140.59000000,1564.07726700,1578819599999,12687599.46653566,15430,894.08255400,7252428.25362913,0
2020-01-12 09:00:00,8138.71000000,8164.08000000,8118.00000000,8137.50000000,1733.24415000,1578823199999,14110543.07557622,15538,849.87226600,6918437.33599923,0
2020-01-12 10:00:00,8137.49000000,8140.87000000,8095.72000000,8122.12000000,1437.28328200,1578826799999,11667966.08700361,14847,674.73403200,5478223.61518553,0
2020-01-12 11:00:00,8120.87000000,8130.50000000,8103.17000000,8114.08000000,867.37420200,1578830399999,7040657.46059535,11217,415.35100400,3371297.68551117,0
2020-01-12 12:00:00,8114.08000000,8155.77000000,8113.11000000,8132.19000000,1826.51648100,1578833999999,14855135.22874233,15838,958.15266000,7793175.51764571,0
